region_name,region_code,reporting_year,poverty_line,headcount,poverty_gap,poverty_severity,watts,mean,spr,pg,estimate_type,reporting_pop,pop_in_poverty
Middle East & North Africa,MNA,1997,2.15,0.036306229,0.005862349,0.001610263,0.007004046,8.017767019,0.269655407,4.987545268,actual,269812259,9795866
Middle East & North Africa,MNA,1998,2.15,0.032720174,0.005402621,0.001485171,0.006457628,8.370511975,0.262382816,4.790999019,actual,275218600,9005200
Middle East & North Africa,MNA,1999,2.15,0.032446398,0.005503016,0.001567742,0.006631048,8.505653256,0.259793485,4.716466486,actual,280669461,9106713
Middle East & North Africa,MNA,2000,2.15,0.029648024,0.00506944,0.001505335,0.006170013,8.82369038,0.255408958,4.590662577,actual,286243363,8486550
Middle East & North Africa,MNA,2001,2.15,0.029828835,0.005159335,0.001546244,0.006289921,8.887497777,0.254960576,4.589323336,actual,291918738,8707596
Middle East & North Africa,MNA,2002,2.15,0.028022646,0.004986725,0.0015143,0.006087833,9.103397574,0.252764195,4.541029005,projection,297217652,8328825
Middle East & North Africa,MNA,2003,2.15,0.028481414,0.005002073,0.001484312,0.006073472,9.24266855,0.253202059,4.571506918,actual,302534495,8616610
Middle East & North Africa,MNA,2004,2.15,0.026818325,0.004701572,0.001397984,0.005713193,9.841477117,0.244430267,4.380185269,actual,308414635,8271164
Middle East & North Africa,MNA,2005,2.15,0.026508588,0.004590715,0.001361062,0.005576363,9.972155397,0.24161412,4.345073296,actual,314463765,8335990
Middle East & North Africa,MNA,2006,2.15,0.025604281,0.004415501,0.001311744,0.005366592,10.16156068,0.241103684,4.303034502,actual,320543715,8207291
Middle East & North Africa,MNA,2007,2.15,0.025409748,0.00453799,0.001398317,0.005569069,10.3034437,0.239815394,4.270130664,actual,326686092,8301011
Middle East & North Africa,MNA,2008,2.15,0.024586475,0.004609773,0.00147959,0.005722476,10.34280196,0.236126095,4.223168606,actual,332944332,8185927
Middle East & North Africa,MNA,2009,2.15,0.022007599,0.004368848,0.001487187,0.005520745,10.45616613,0.229281763,4.102240325,actual,339372574,7468776
Middle East & North Africa,MNA,2010,2.15,0.018714016,0.003762852,0.001289032,0.004766794,10.38744281,0.220701014,3.998577573,actual,346195244,6478703
Middle East & North Africa,MNA,2011,2.15,0.020189243,0.004367598,0.001509849,0.00552927,10.18450834,0.21236727,3.961160148,actual,352977032,7126339
Middle East & North Africa,MNA,2012,2.15,0.022284885,0.004531074,0.001512868,0.005686332,10.09846801,0.206986994,3.959908973,actual,359775301,8017551
Middle East & North Africa,MNA,2013,2.15,0.025235299,0.005210945,0.001677278,0.006440646,9.9928408,0.205691636,4.002000868,actual,367126905,9264557
Middle East & North Africa,MNA,2014,2.15,0.027700493,0.006053064,0.002031358,0.007551413,9.94307736,0.210583504,4.055119205,actual,374765623,10381192
Middle East & North Africa,MNA,2015,2.15,0.036718618,0.009242241,0.003478314,0.011910361,10.02645695,0.214411913,4.162679621,actual,382329115,14038597
Middle East & North Africa,MNA,2016,2.15,0.04447181,0.01160449,0.004524604,0.015120402,10.03723654,0.221324833,4.30353435,actual,389452608,17319662
Middle East & North Africa,MNA,2017,2.15,0.046545904,0.012551197,0.004997311,0.016485128,10.10836843,0.225324002,4.35960282,actual,396149276,18439126
Middle East & North Africa,MNA,2018,2.15,0.047009697,0.012709898,0.005103637,0.016754831,10.0577905,0.225471694,4.380972529,actual,402976501,18943803
Middle East & North Africa,MNA,2019,2.15,0.045557439,0.012703042,0.005190432,0.016864346,9.853912051,0.225323773,4.380412998,actual,409862171,18672271
Middle East & North Africa,MNA,2020,2.15,0.05313345,0.015561705,0.006563916,0.02089706,9.346429823,0.231673156,4.620555135,projection,416353523,22122299
Middle East & North Africa,MNA,2021,2.15,0.059092731,0.017617509,0.007480417,0.023703775,9.516661403,0.233689432,4.671157737,projection,422567672,24970678
Middle East & North Africa,MNA,2022,2.15,0.060913611,0.018099896,0.007674093,0.024336286,9.772330255,0.230928443,4.614642783,projection,428904679,26126133
Middle East & North Africa,MNA,2023,2.15,0.06383049,0.019225914,0.008210154,0.025916756,9.803099847,0.231324067,4.646421236,nowcast,435494973,27797857
Middle East & North Africa,MNA,2024,2.15,0.067327853,0.020581798,0.0088702,0.027839435,9.839637796,0.232624269,4.690127424,nowcast,442152463,29769176
Other High Income Countries,OHI,1981,2.15,0.006045483,0.002922509,0.001993911,0.005604133,35.64086273,0.155704958,1.445811269,actual,846950093,5120222
Other High Income Countries,OHI,1982,2.15,0.006120383,0.003076647,0.002202459,0.00608885,36.26461715,0.157230386,1.442336762,actual,853350156,5222830
Other High Income Countries,OHI,1983,2.15,0.005360377,0.002982227,0.002163993,0.005902354,36.89825819,0.159517102,1.413448085,actual,859262240,4605970
Other High Income Countries,OHI,1984,2.15,0.005109952,0.002690667,0.001913342,0.005320924,37.90143289,0.158828264,1.377966128,actual,864798055,4419076
Other High Income Countries,OHI,1985,2.15,0.005102461,0.002642855,0.001876015,0.005182505,38.62879405,0.158613957,1.3448191,actual,870394467,4441154
Other High Income Countries,OHI,1986,2.15,0.004992814,0.002882439,0.002092324,0.005709029,39.67428825,0.157102223,1.320295671,actual,876191481,4374661
Other High Income Countries,OHI,1987,2.15,0.004685334,0.002839001,0.002074973,0.005785959,41.31932919,0.158115887,1.28056585,actual,882152454,4133179
Other High Income Countries,OHI,1988,2.15,0.004365969,0.002417779,0.001767467,0.004978112,42.50545331,0.156086034,1.202924419,actual,888378680,3878634
Other High Income Countries,OHI,1989,2.15,0.004368491,0.002343806,0.001731055,0.004867247,43.683561,0.154637503,1.165495247,actual,895268740,3910974
Other High Income Countries,OHI,1990,2.15,0.004260848,0.002390474,0.001756121,0.004946401,44.05269122,0.154893503,1.15410935,actual,902132842,3843851
Other High Income Countries,OHI,1991,2.15,0.00449235,0.002661665,0.001959568,0.00545792,44.35034211,0.157840551,1.156638564,actual,910304081,4089404
Other High Income Countries,OHI,1992,2.15,0.004991063,0.002862284,0.002097742,0.005807889,44.67968749,0.159929957,1.162491845,actual,918777453,4585677
Other High Income Countries,OHI,1993,2.15,0.00561037,0.003342388,0.00250806,0.006848486,45.02626391,0.164015535,1.216431652,actual,926540298,5198234
Other High Income Countries,OHI,1994,2.15,0.005233721,0.003326371,0.002511767,0.006743553,45.80286655,0.163250848,1.180391203,actual,933692901,4886688
Other High Income Countries,OHI,1995,2.15,0.005165038,0.003184268,0.002385251,0.00639891,46.56391429,0.161221887,1.151298751,actual,940634791,4858414
Other High Income Countries,OHI,1996,2.15,0.005601147,0.003143251,0.002450385,0.006638886,47.37489485,0.161173774,1.148526319,actual,947752817,5308503
Other High Income Countries,OHI,1997,2.15,0.005494765,0.003341907,0.002557585,0.007110776,48.37472519,0.15939766,1.158943707,actual,954702349,5245865
Other High Income Countries,OHI,1998,2.15,0.00552823,0.003717515,0.002850229,0.007801069,49.51673425,0.159600365,1.169937008,actual,961449657,5315115
Other High Income Countries,OHI,1999,2.15,0.005204084,0.003293647,0.002554141,0.007049694,50.84713665,0.157478938,1.116327832,actual,968112203,5038137
Other High Income Countries,OHI,2000,2.15,0.004894825,0.003263875,0.002524261,0.006953109,52.08282949,0.155223424,1.092921851,actual,975095226,4772920
Other High Income Countries,OHI,2001,2.15,0.005034583,0.003599202,0.002842738,0.007649351,52.50027925,0.155963839,1.101606222,actual,982173442,4944834
Other High Income Countries,OHI,2002,2.15,0.005167116,0.003574341,0.002787622,0.007554145,52.93979351,0.156970481,1.090479506,actual,989238800,5111511
Other High Income Countries,OHI,2003,2.15,0.005676806,0.003683202,0.002850635,0.007802599,53.59088329,0.155233398,1.100417179,actual,996081706,5654562
Other High Income Countries,OHI,2004,2.15,0.005406382,0.003693878,0.002915396,0.008006424,54.27091083,0.154595205,1.103672351,actual,1003104483,5423166
Other High Income Countries,OHI,2005,2.15,0.005374484,0.003665344,0.002915634,0.008010735,55.11147754,0.155755366,1.09535594,actual,1010469192,5430750
Other High Income Countries,OHI,2006,2.15,0.005120424,0.003595927,0.00285161,0.007841443,56.0844627,0.1555195,1.080716113,actual,1018930352,5217356
Other High Income Countries,OHI,2007,2.15,0.004976293,0.003400975,0.002693694,0.007443022,57.51158434,0.156120145,1.041695113,actual,1028269040,5116968
Other High Income Countries,OHI,2008,2.15,0.005079193,0.003620051,0.002869609,0.007823278,57.03555097,0.157971721,1.065778993,actual,1037921677,5271804
Other High Income Countries,OHI,2009,2.15,0.00520898,0.003364028,0.002664696,0.007251769,57.43477926,0.152971076,1.018073364,actual,1046437230,5450871
Other High Income Countries,OHI,2010,2.15,0.005164568,0.003759303,0.003020128,0.008261601,57.17786781,0.14696483,1.066347149,actual,1053724702,5442033
Other High Income Countries,OHI,2011,2.15,0.005552951,0.003828334,0.003024984,0.008380713,57.20443613,0.149042345,1.079270531,actual,1058367948,5877066
Other High Income Countries,OHI,2012,2.15,0.005821149,0.003892998,0.003023659,0.008376232,56.96965623,0.151183424,1.086990696,actual,1064547643,6196891
Other High Income Countries,OHI,2013,2.15,0.00638183,0.004088533,0.003132674,0.008710959,56.94881177,0.152146511,1.099556447,actual,1070962118,6834698
Other High Income Countries,OHI,2014,2.15,0.006789597,0.004405346,0.003390961,0.009342456,57.44834433,0.149126534,1.116460045,actual,1077542864,7316082
Other High Income Countries,OHI,2015,2.15,0.007372639,0.004446314,0.003436429,0.009471916,58.88282093,0.151942413,1.111542656,actual,1084031709,7992174
Other High Income Countries,OHI,2016,2.15,0.006344587,0.004290443,0.003373701,0.009309681,60.54577639,0.153123437,1.092914422,actual,1090640159,6919661
Other High Income Countries,OHI,2017,2.15,0.006973014,0.004526798,0.003521756,0.009752281,61.28918833,0.153455116,1.093737471,actual,1096509677,7645977
Other High Income Countries,OHI,2018,2.15,0.006198265,0.003997782,0.003118839,0.008687417,63.15133615,0.151344723,1.041980661,actual,1102108122,6831158
Other High Income Countries,OHI,2019,2.15,0.006024741,0.003740528,0.002873311,0.00798301,65.23223698,0.151644936,0.981193644,actual,1106961020,6669153
Other High Income Countries,OHI,2020,2.15,0.003654233,0.002197989,0.001635415,0.004562026,66.04683452,0.145857019,0.828397923,actual,1111884247,4063084
Other High Income Countries,OHI,2021,2.15,0.003228163,0.002015677,0.001536295,0.004274973,66.73111271,0.141223234,0.799369393,actual,1111903937,3589407
Other High Income Countries,OHI,2022,2.15,0.006388821,0.004368375,0.003440902,0.009484651,66.33613538,0.148995227,1.013309674,actual,1115640773,7127629
Other High Income Countries,OHI,2023,2.15,0.006390803,0.004344049,0.003421332,0.009410599,67.0628008,0.148907137,0.97819366,nowcast,1118355046,7147187
Other High Income Countries,OHI,2024,2.15,0.006388305,0.00431951,0.003397853,0.00932358,67.94128312,0.148893773,0.982599703,nowcast,1121717763,7165875
South Asia,SAS,1981,2.15,0.598382307,0.201218493,0.089108599,0.272508438,2.315232037,0.609381414,14.77050425,actual,926216545,554231593
South Asia,SAS,1982,2.15,0.586016927,0.193933004,0.084871106,0.261390246,2.349708138,0.597144533,14.50376304,actual,948043890,555569768
South Asia,SAS,1983,2.15,0.560204839,0.180048903,0.077137448,0.240666636,2.425041255,0.571852581,14.00487521,actual,970938323,543924347
South Asia,SAS,1984,2.15,0.548983897,0.172885681,0.0727152,0.229403235,2.474081261,0.561768893,13.71854701,actual,994345688,545879770
South Asia,SAS,1985,2.15,0.536373645,0.165047199,0.06801041,0.217308727,2.530603676,0.554620423,13.4180254,actual,1018142776,546104952
South Asia,SAS,1986,2.15,0.525956759,0.158629998,0.064167643,0.207426139,2.577721019,0.548821215,13.17475265,actual,1042169001,548135830
South Asia,SAS,1987,2.15,0.521454265,0.154799183,0.061599326,0.201171424,2.603865413,0.545718404,13.02991584,actual,1066371857,556064153
South Asia,SAS,1988,2.15,0.508563066,0.147832993,0.057914472,0.19118647,2.64960541,0.538536573,12.78782768,actual,1091004504,554844595
South Asia,SAS,1989,2.15,0.504562046,0.145597234,0.056939519,0.188389377,2.659841009,0.536061656,12.72920376,actual,1116147699,563165767
South Asia,SAS,1990,2.15,0.500253788,0.143558857,0.056239567,0.186139748,2.672065591,0.533634872,12.6838207,actual,1141312704,570946003
South Asia,SAS,1991,2.15,0.485352237,0.135570913,0.051869008,0.174446304,2.710217296,0.521034855,12.40887081,actual,1166480561,566153950
South Asia,SAS,1992,2.15,0.467990151,0.126886777,0.047585315,0.162376752,2.771137681,0.51231587,12.11189782,actual,1192390433,558026979
South Asia,SAS,1993,2.15,0.461998297,0.123433571,0.045938399,0.157761655,2.794386926,0.509327552,12.00828013,actual,1219180082,563259122
South Asia,SAS,1994,2.15,0.445825853,0.117180409,0.043160733,0.149382062,2.857652976,0.502118136,11.78213918,actual,1246157499,555569231
South Asia,SAS,1995,2.15,0.437579546,0.114995037,0.042513921,0.146813278,2.89819757,0.497714628,11.69675893,actual,1272877742,556985265
South Asia,SAS,1996,2.15,0.422365168,0.108705449,0.0395014,0.138028619,2.961947037,0.49067857,11.45957236,actual,1299407301,548824383
South Asia,SAS,1997,2.15,0.418131071,0.106771948,0.038468094,0.135189782,2.994161461,0.4882721,11.3750812,projection,1326007987,554445140
South Asia,SAS,1998,2.15,0.417666797,0.106463431,0.038238212,0.134651569,3.022060596,0.487282523,11.34129945,projection,1352849350,565040255
South Asia,SAS,1999,2.15,0.411363319,0.10358662,0.036838708,0.130621455,3.061983563,0.484077538,11.22517652,projection,1379874856,567629901
South Asia,SAS,2000,2.15,0.408790508,0.102109005,0.036049682,0.128469216,3.077833772,0.482750842,11.17092579,projection,1406945493,575145963
South Asia,SAS,2001,2.15,0.406920962,0.100987931,0.035446786,0.126831982,3.084361324,0.481935874,11.13460711,projection,1434314654,583652699
South Asia,SAS,2002,2.15,0.403708523,0.099837656,0.034927221,0.125263222,3.104628539,0.480906852,11.08619866,actual,1462070145,590250179
South Asia,SAS,2003,2.15,0.3893455,0.095159147,0.033012452,0.119123604,3.176979857,0.473777008,10.89167801,actual,1489358080,579874866
South Asia,SAS,2004,2.15,0.371706486,0.08949896,0.03071022,0.111711191,3.265902155,0.464705047,10.65353459,actual,1515703001,563396636
South Asia,SAS,2005,2.15,0.355157292,0.083998182,0.02844682,0.104472558,3.347321348,0.456410405,10.43483212,actual,1541263909,547391117
South Asia,SAS,2006,2.15,0.338080815,0.078313075,0.026196543,0.097078609,3.426098255,0.447968132,10.21114236,actual,1565892885,529398343
South Asia,SAS,2007,2.15,0.320967066,0.073013365,0.02418117,0.090275167,3.501075527,0.439709426,9.996716843,actual,1589454615,510162584
South Asia,SAS,2008,2.15,0.309440413,0.070018657,0.023146658,0.086523415,3.553081561,0.434254496,9.861906346,actual,1612709085,499037365
South Asia,SAS,2009,2.15,0.295319404,0.065909639,0.021650495,0.081304183,3.622509657,0.426821538,9.683475213,actual,1636411632,483264108
South Asia,SAS,2010,2.15,0.254006719,0.054322127,0.017230867,0.066427916,3.807455449,0.408048938,9.193552951,actual,1660546144,421789878
South Asia,SAS,2011,2.15,0.215589809,0.044021016,0.013432562,0.053351972,4.047674108,0.388881868,8.671151469,actual,1684898004,363246838
South Asia,SAS,2012,2.15,0.19845343,0.039541794,0.011902108,0.04781161,4.174045314,0.379636078,8.429413057,actual,1708706729,339098711
South Asia,SAS,2013,2.15,0.189134941,0.037311306,0.011324922,0.045257,4.250735615,0.372791935,8.302182591,actual,1731683901,327521932
South Asia,SAS,2014,2.15,0.178166423,0.035053564,0.0107249,0.042646271,4.309215649,0.366147434,8.189330523,actual,1754030304,312509305
South Asia,SAS,2015,2.15,0.165568319,0.032437249,0.010013705,0.039587747,4.37961122,0.358163036,8.052222655,actual,1775545180,293974030
South Asia,SAS,2016,2.15,0.157430978,0.030924822,0.009644261,0.037848968,4.449754773,0.3524524,7.942890697,actual,1797072648,282914905
South Asia,SAS,2017,2.15,0.125735088,0.023486647,0.007198664,0.028720367,4.753430884,0.334896612,7.482024099,actual,1818931519,228703515
South Asia,SAS,2018,2.15,0.100770287,0.018857301,0.005823002,0.023055685,5.038432394,0.316643773,7.006673014,actual,1840534093,185471148
South Asia,SAS,2019,2.15,0.105966554,0.021305054,0.006677401,0.02600961,5.130981566,0.320764822,6.881782208,actual,1861598514,197267180
South Asia,SAS,2020,2.15,0.129913413,0.027707129,0.009079323,0.034181962,4.910118216,0.332337901,7.22193923,actual,1882531620,244566108
South Asia,SAS,2021,2.15,0.114479308,0.023488312,0.007425858,0.028729479,5.033220798,0.320533522,6.969399567,actual,1901911604,217729524
South Asia,SAS,2022,2.15,0.097020678,0.018975661,0.005788704,0.023020377,5.259783268,0.309593423,6.639445007,actual,1919348000,186216444
South Asia,SAS,2023,2.15,0.086738185,0.01635868,0.004890959,0.019754776,5.431251182,0.303572951,6.427781269,nowcast,1938753832,168163989
South Asia,SAS,2024,2.15,0.07586128,0.013850156,0.004066218,0.016656303,5.624119296,0.295164678,6.205819903,nowcast,1959850736,148676785
Sub-Saharan Africa,SSA,1981,2.15,0.506609086,0.217413067,0.120756489,0.337518245,3.795365457,0.559287318,16.2880789,projection,400260774,202775745
Sub-Saharan Africa,SSA,1982,2.15,0.5161266,0.223148542,0.124541061,0.347467459,3.713769697,0.565393394,16.60438828,projection,412410102,212855824
Sub-Saharan Africa,SSA,1983,2.15,0.530724834,0.232155433,0.130673614,0.363671926,3.605696128,0.574364468,17.12670804,projection,424346370,225211157
Sub-Saharan Africa,SSA,1984,2.15,0.538959511,0.237668149,0.134511836,0.373672838,3.563529982,0.580907126,17.42836025,projection,436263644,235128440
Sub-Saharan Africa,SSA,1985,2.15,0.538825599,0.236862112,0.13361815,0.371343784,3.55864006,0.580852889,17.33855064,projection,448755435,241800916
Sub-Saharan Africa,SSA,1986,2.15,0.536102652,0.235911121,0.133330613,0.370689177,3.548477651,0.577631558,17.34560992,projection,461756164,247548704
Sub-Saharan Africa,SSA,1987,2.15,0.53598861,0.235609698,0.133312313,0.370544045,3.526369889,0.57676026,17.37782932,projection,475250346,254728772
Sub-Saharan Africa,SSA,1988,2.15,0.535998176,0.235367723,0.133030043,0.369872379,3.526808802,0.576444094,17.3662306,projection,488764908,261977099
Sub-Saharan Africa,SSA,1989,2.15,0.539611458,0.238565354,0.135492069,0.37613942,3.516542878,0.579197024,17.56719381,projection,502517080,271163974
Sub-Saharan Africa,SSA,1990,2.15,0.54623946,0.243375708,0.139077656,0.385414653,3.484642499,0.585492615,17.8822324,actual,516629688,282203522
Sub-Saharan Africa,SSA,1991,2.15,0.560518378,0.253798036,0.146386019,0.404222776,3.409175746,0.59693531,18.45529769,actual,530716971,297476616
Sub-Saharan Africa,SSA,1992,2.15,0.570772796,0.260678181,0.151093484,0.416466275,3.325856878,0.604414478,18.835621,actual,544899623,311013881
Sub-Saharan Africa,SSA,1993,2.15,0.581650384,0.266494049,0.154509317,0.425098399,3.17738199,0.611824769,19.04891969,actual,559413902,325383311
Sub-Saharan Africa,SSA,1994,2.15,0.584867012,0.271239584,0.158797264,0.435741537,3.139760343,0.617277412,19.4122683,actual,574094137,335768723
Sub-Saharan Africa,SSA,1995,2.15,0.580450508,0.267622345,0.156174286,0.428987077,3.194707241,0.614391537,19.20245623,actual,589328085,342075786
Sub-Saharan Africa,SSA,1996,2.15,0.574038149,0.262530656,0.152367586,0.419048395,3.248141117,0.608561781,18.88140657,actual,605186062,347399887
Sub-Saharan Africa,SSA,1997,2.15,0.569574087,0.259256508,0.150155291,0.413370951,3.25010375,0.605276661,18.73267058,actual,621065325,353742715
Sub-Saharan Africa,SSA,1998,2.15,0.567327332,0.256238473,0.147642509,0.407228054,3.217510639,0.602234183,18.56049164,actual,637198518,361500135
Sub-Saharan Africa,SSA,1999,2.15,0.563753223,0.252435447,0.145007144,0.400790567,3.181351955,0.598807471,18.42445021,actual,653883261,368628796
Sub-Saharan Africa,SSA,2000,2.15,0.55977605,0.251229166,0.144981959,0.400572669,3.154582264,0.595206877,18.48879292,actual,671212486,375728674
Sub-Saharan Africa,SSA,2001,2.15,0.550155765,0.244419486,0.140222913,0.388490596,3.167694944,0.588053324,18.13395657,actual,689161982,379146437
Sub-Saharan Africa,SSA,2002,2.15,0.543664684,0.23686026,0.133863587,0.37294528,3.214864161,0.580763048,17.63865693,actual,707693440,384747930
Sub-Saharan Africa,SSA,2003,2.15,0.532101571,0.227407815,0.126892777,0.355344274,3.244737052,0.571893556,17.12815889,actual,726785433,386723670
Sub-Saharan Africa,SSA,2004,2.15,0.50417151,0.211508358,0.117231632,0.32941553,3.401728248,0.554962569,16.37745131,actual,746546802,376387628
Sub-Saharan Africa,SSA,2005,2.15,0.487022169,0.201293314,0.110790285,0.312071163,3.536430837,0.544751806,15.8440225,actual,766978666,373535614
Sub-Saharan Africa,SSA,2006,2.15,0.471598778,0.190888675,0.10342108,0.292677234,3.70081908,0.534964705,15.16397965,actual,788110000,371671713
Sub-Saharan Africa,SSA,2007,2.15,0.46022544,0.182268156,0.096928159,0.275818305,3.750597353,0.526911081,14.5908981,actual,810019264,372791472
Sub-Saharan Africa,SSA,2008,2.15,0.444791023,0.171581814,0.089411386,0.256425023,3.838551556,0.516698025,13.98105313,actual,832642735,370352014
Sub-Saharan Africa,SSA,2009,2.15,0.439103723,0.169257878,0.088282019,0.253317573,3.853326432,0.514674315,13.90354607,actual,855885698,375822596
Sub-Saharan Africa,SSA,2010,2.15,0.421203093,0.158121838,0.080902033,0.234021097,3.973544909,0.503741258,13.32068154,actual,879797419,370573394
Sub-Saharan Africa,SSA,2011,2.15,0.40977716,0.151300172,0.076551272,0.222641586,4.020942127,0.495776548,12.99170521,actual,904282154,370554173
Sub-Saharan Africa,SSA,2012,2.15,0.397654382,0.144890245,0.072640592,0.21228968,4.077449098,0.487988511,12.69180756,actual,929328653,369551611
Sub-Saharan Africa,SSA,2013,2.15,0.388665499,0.14079912,0.070435151,0.206211334,4.121003929,0.482230206,12.51269242,actual,955096702,371213136
Sub-Saharan Africa,SSA,2014,2.15,0.380999339,0.137793258,0.068986394,0.202005178,4.163963939,0.47770651,12.38145173,actual,981506608,373953369
Sub-Saharan Africa,SSA,2015,2.15,0.381988789,0.138522355,0.06950646,0.203361293,4.166684335,0.47837483,12.4166317,actual,1008698799,385311633
Sub-Saharan Africa,SSA,2016,2.15,0.379818994,0.138586237,0.069806336,0.203810925,4.168405743,0.479729818,12.41370334,actual,1036155989,393551725
Sub-Saharan Africa,SSA,2017,2.15,0.374534638,0.137691955,0.069673977,0.202959525,4.191539688,0.477700648,12.37060506,actual,1063885274,398461886
Sub-Saharan Africa,SSA,2018,2.15,0.368745663,0.136001497,0.068990274,0.200735075,4.226816947,0.475521822,12.29238263,actual,1092403973,402819227
Sub-Saharan Africa,SSA,2019,2.15,0.366593635,0.135846947,0.069233912,0.201062406,4.232247264,0.475389526,12.29890244,actual,1121549049,411152743
Sub-Saharan Africa,SSA,2020,2.15,0.379344516,0.142791032,0.073624939,0.212815317,4.091491092,0.483736114,12.69210831,projection,1151302081,436740130
Sub-Saharan Africa,SSA,2021,2.15,0.376136637,0.14046071,0.072100593,0.208839034,4.127633182,0.48153062,12.56874753,projection,1181163013,444278683
Sub-Saharan Africa,SSA,2022,2.15,0.369883263,0.137186894,0.070067319,0.203375993,4.164527773,0.477136025,12.39065294,projection,1211190002,447998910
Sub-Saharan Africa,SSA,2023,2.15,0.369173919,0.136343431,0.069309034,0.201557067,4.173943081,0.475942114,12.32061664,nowcast,1241901564,458477667
Sub-Saharan Africa,SSA,2024,2.15,0.364526973,0.134128647,0.068010681,0.197999022,4.213359085,0.472820248,12.19495571,nowcast,1273375545,464179733
World,WLD,1981,2.15,0.439735906,0.191280727,0.10456329,0.29001203,10.46562813,0.521208709,13.30891614,actual,4522380426,1988653053
World,WLD,1982,2.15,0.43395554,0.182774595,0.097520431,0.273280423,10.53022592,0.515179397,12.84407049,actual,4604208435,1998021758
World,WLD,1983,2.15,0.425257151,0.172167864,0.089293197,0.253613266,10.57785962,0.50540833,12.34786725,actual,4686429768,1992937770
World,WLD,1984,2.15,0.41113854,0.156959965,0.078070388,0.226497093,10.76324299,0.491123201,11.66078885,actual,4768244803,1960409207
World,WLD,1985,2.15,0.396964611,0.147464553,0.072210473,0.211474379,10.87739222,0.478385155,11.29344235,actual,4851733304,1925966423
World,WLD,1986,2.15,0.383342265,0.140243721,0.068201576,0.200742469,11.21946988,0.467745527,11.00901786,actual,4937717904,1892835967
World,WLD,1987,2.15,0.374653216,0.13492189,0.065140237,0.192744243,11.36795692,0.457901556,10.84645824,actual,5026058896,1883029132
World,WLD,1988,2.15,0.357159857,0.124857555,0.059296035,0.177265196,11.55184101,0.441227573,10.44912689,actual,5115220148,1826951295
World,WLD,1989,2.15,0.382106277,0.140021492,0.067848824,0.199946442,11.65879146,0.46651074,10.95906894,actual,5204483947,1988665986
World,WLD,1990,2.15,0.378702304,0.137520886,0.066379419,0.196149293,11.55120164,0.46328151,10.90609068,actual,5293395467,2004621060
World,WLD,1991,2.15,0.373652305,0.134613106,0.064810007,0.192073232,11.46997033,0.45915397,10.8233016,actual,5382536929,2011197329
World,WLD,1992,2.15,0.366239799,0.130535851,0.062659357,0.186361128,11.4065822,0.453836268,10.73161161,actual,5470164577,2003391974
World,WLD,1993,2.15,0.361426287,0.127542311,0.060962194,0.181905775,11.38108256,0.45086472,10.65603043,actual,5556623321,2008309737
World,WLD,1994,2.15,0.341824199,0.117010907,0.055281577,0.166457897,11.53895363,0.434287088,10.28367925,actual,5642046034,1928587868
World,WLD,1995,2.15,0.325083036,0.109414242,0.051285279,0.155231844,11.76796373,0.420707496,9.961329768,actual,5726736488,1861664886
World,WLD,1996,2.15,0.31011244,0.103144288,0.04812633,0.146268747,11.8970808,0.413086158,9.727917914,actual,5811580202,1802243316
World,WLD,1997,2.15,0.307846071,0.103006521,0.048217774,0.146246533,12.05446604,0.410491061,9.683137689,actual,5896055962,1815077661
World,WLD,1998,2.15,0.311319279,0.105362916,0.049526628,0.149709098,12.21546877,0.413763144,9.746599895,actual,5979726559,1861604162
World,WLD,1999,2.15,0.302178797,0.100457568,0.04699399,0.142656959,12.28749329,0.407265088,9.606834935,actual,6062288850,1831895151
World,WLD,2000,2.15,0.292881404,0.096966398,0.045388807,0.137909979,12.59373549,0.401889921,9.425549246,actual,6144321462,1799557496
World,WLD,2001,2.15,0.283459458,0.092789581,0.043115756,0.131480415,12.71946542,0.396607593,9.199179809,actual,6226348086,1764917252
World,WLD,2002,2.15,0.268345572,0.08648865,0.039731137,0.121836226,12.89027311,0.388952019,8.87087511,actual,6308140970,1692761700
World,WLD,2003,2.15,0.252571792,0.07955535,0.0360957,0.111681744,13.11019322,0.380699736,8.560793255,actual,6389462496,1613797994
World,WLD,2004,2.15,0.233450614,0.071347541,0.031788764,0.099574662,13.42319579,0.370233566,8.156451958,actual,6470924346,1510641264
World,WLD,2005,2.15,0.214995787,0.064254763,0.028425426,0.089606821,13.77459794,0.360890338,7.812994089,actual,6552700448,1408802987
World,WLD,2006,2.15,0.20507329,0.060520198,0.026506058,0.083894642,14.15650714,0.355219463,7.553418229,actual,6635110367,1360683913
World,WLD,2007,2.15,0.191949471,0.055954813,0.024237995,0.077088248,14.62530605,0.348269773,7.256213056,actual,6717567584,1289433543
World,WLD,2008,2.15,0.183019996,0.052971761,0.022712473,0.072562131,14.77429177,0.343264477,7.051295235,actual,6801440971,1244799700
World,WLD,2009,2.15,0.174168204,0.050193528,0.021509609,0.065040452,14.91135461,0.337313251,6.880140235,actual,6885663352,1199263622
World,WLD,2010,2.15,0.15677831,0.044268969,0.018786924,0.057693276,15.14506134,0.326951783,6.548687914,actual,6969985525,1092742553
World,WLD,2011,2.15,0.138979816,0.03882237,0.016528566,0.052666575,15.36466975,0.316054059,6.237862613,actual,7054044372,980369786
World,WLD,2012,2.15,0.129269704,0.035755071,0.015208228,0.048814226,15.56552417,0.310631616,6.033717696,actual,7141386257,923164886
